name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Ohm Rune	Ohm		1	100	57	57	24	1	0	1	87500			r27	r27	r27	16	1	1	0	0	0	flprun	invrOhm			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	r27_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Lo Rune	Lo		1	100	59	59	25	1	0	1	94640			r28	r28	r28	16	1	1	0	0	0	flprun	invrLo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	r28_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Sur Rune	Sur		1	100	61	61	26	1	0	1	102060			r29	r29	r29	16	1	1	0	0	0	flprun	invrSur			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	r29_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ber Rune	Ber		1	100	63	63	27	1	0	1	109760			r30	r30	r30	16	1	1	0	0	0	flprun	invrBer			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	r30_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Jah Rune	Jah		1	100	65	65	28	1	0	1	117740			r31	r31	r31	16	1	1	0	0	0	flprun	invrJo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	r31_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cham Rune	Cham		1	100	67	67	29	1	0	1	126000			r32	r32	r32	16	1	1	0	0	0	flprun	invrCham			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	r32_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Zod Rune	Zod		1	100	69	69	30	1	0	1	134540			r33	r33	r33	16	1	1	0	0	0	flprun	invrZod			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	r33_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Jewel	Jewel		0	100	1	0	8	1	0	1	1000			jew	gpw	jew	16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Maguffin	ice		0	100	0	0	999	0	0	1	10000			ice	scr	ice	16	1	1	0	0	0	flpwps	invxyz			0	xxx			0	0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1												1	apt_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Scroll	Scroll		0	100	0	0	0	1	0	1	100			0sc	rsc	0sc	16	1	1	0	0	0	flprsc	invrsc			0	xxx			1	0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Scroll of Malah - Boost Resistances	Scroll of Malah - Boost Resistances		1	100	0	0	999	0	0	1	0			tr2	scr	tr2	16	2	2	0	0	0	flpscr	invscb			0	xxx			1	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1												1	rsc_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 1	Pandemonium Key 1		0	100	0	0	1	0	0	1	99999			pk1	key	pk1	16	1	2	0	0	0	flpmph	invmph			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	pk1_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 2	Pandemonium Key 2		0	100	0	0	1	0	0	1	99999			pk2	key	pk2	16	1	2	0	0	0	flpmph	invmph			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	pk2_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 3	Pandemonium Key 3		0	100	0	0	1	0	0	1	99999			pk3	key	pk3	16	1	2	0	0	0	flpmph	invmph			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	pk3_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Diablo's Horn	Diablo's Horn		0	100	0	0	1	0	0	1	80			dhn	fng	dhn	16	1	1	0	0	0	flpfang	invfang			0	xxx			0	0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	dhn_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Baal's Eye	Baal's Eye		0	100	0	0	1	0	0	1	80			bey	eyz	bey	16	1	1	0	0	0	flpeye	inveye			0	xxx			0	0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	bey_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mephisto's Brain	Mephisto's Brain		0	100	0	0	1	0	0	1	80			mbr	brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz			0	xxx			0	0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	mbr_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Token of Absolution	Token of Absolution		0	100	0	0	999	0	0	1	10000			toa	toa	toa	16	1	1	0	0	0	flpmss	invdss			0	xxx			0	0	elix		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	toa_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Twisted Essence of Suffering	Twisted Essence of Suffering		0	100	0	0	1	0	0	1	10000			tes	fng	tes	16	1	1	0	0	0	flpgsb	invtes			0	xxx			0	0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	tes_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Charged Essense of Hatred	Charged Essense of Hatred		0	100	0	0	1	0	0	1	10000			ceh	eyz	ceh	16	1	1	0	0	0	flpgsy	invceh			0	xxx			0	0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	ceh_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Burning Essence of Terror	Burning Essence of Terror		0	100	0	0	1	0	0	1	10000			bet	fng	bet	16	1	1	0	0	0	flpgsr	invbet			0	xxx			0	0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	bet_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Festering Essence of Destruction	Festering Essence of Destruction		0	100	0	0	1	0	0	1	10000			fed	brz	fed	16	1	1	0	0	0	flpgsg	invfed			0	xxx			0	0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	fed_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Standard	Standard		0	100	90	90	4	1	0	1	2000			std	std	std	16	1	1	0	0	0	flpflag	invflag			0	xxx			0	0	stdc		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Amber	Chipped Amber		1	100	0	1	8	1	0	1	500			gco	gco	gco	16	1	1	0	0	0	flpgsy	invgsoa			0	xxx			0	0	gemo	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfo	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Amber	Flawed Amber		1	100	0	5	9	1	0	1	1500			gfo	gfo	gfo	16	1	1	0	0	0	flpgsy	invgsob			0	xxx			0	0	gemo	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gso	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Amber	Amber		1	100	0	12	10	1	0	1	5000			gso	gso	gso	16	1	1	0	0	0	flpgsy	invgsoc			0	xxx			0	0	gemo	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glo	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Amber	Flawless Amber		1	100	0	15	11	1	0	1	15000			glo	glo	glo	16	1	1	0	0	0	flpgsy	invgsod			0	xxx			0	0	gemo	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpo	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Amber	Perfect Amber		1	100	0	18	12	1	0	1	30000			gpo	gpo	gpo	16	1	1	0	0	0	flpgsy	invgsoe			0	xxx			0	0	gemo	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Obsidian	Chipped Obsidian		1	100	0	1	8	1	0	1	500			gcd	gcd	gcd	16	1	1	0	0	0	flpgsb	invgsda			0	xxx			0	0	gemj	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfd	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Obsidian	Flawed Obsidian		1	100	0	5	9	1	0	1	1500			gfd	gfd	gfd	16	1	1	0	0	0	flpgsb	invgsdb			0	xxx			0	0	gemj	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsd	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Obsidian	Obsidian		1	100	0	12	10	1	0	1	5000			gzd	gzd	gzd	16	1	1	0	0	0	flpgsb	invgsdc			0	xxx			0	0	gemj	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gbd	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Obsidian	Flawless Obsidian		1	100	0	15	11	1	0	1	15000			gbd	gbd	gbd	16	1	1	0	0	0	flpgsb	invgsdd			0	xxx			0	0	gemj	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpd	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Obsidian	Perfect Obsidian		1	100	0	18	12	1	0	1	30000			gpd	gpd	gpd	16	1	1	0	0	0	flpgsb	invgsde			0	xxx			0	0	gemj	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Aquamarine	Chipped Aquamarine		1	100	0	1	8	1	0	1	500			gcq	gcq	gcq	16	1	1	0	0	0	flpgsw	invgsta			0	xxx			0	0	gemq	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfq	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Aquamarine	Flawed Aquamarine		1	100	0	5	9	1	0	1	1500			gfq	gfq	gfq	16	1	1	0	0	0	flpgsw	invgstb			0	xxx			0	0	gemq	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gaq	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Aquamarine	Aquamarine		1	100	0	12	10	1	0	1	5000			gaq	gaq	gaq	16	1	1	0	0	0	flpgsw	invgstc			0	xxx			0	0	gemq	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gxq	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Aquamarine	Flawless Aquamarine		1	100	0	15	11	1	0	1	15000			gxq	gxq	gxq	16	1	1	0	0	0	flpgsw	invgstd			0	xxx			0	0	gemq	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpq	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Aquamarine	Perfect Aquamarine		1	100	0	18	12	1	0	1	30000			gpq	gpq	gpq	16	1	1	0	0	0	flpgsw	invgste			0	xxx			0	0	gemq	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Unidentified Rune	Unidentified Rune		1	100	0	0	0	1	0	1	50000			und	und	und	16	1	1	0	0	0	flprun	invrand			0	xxx			0	0	elix		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	999		0	-1												1	rr_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Crimson Dye	Crimson Dye		1	100	1	0	0	1	0	1	1000			d01	d01	d01	16	1	1	0	0	0	flppot	invd01			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Aquatic Dye	Aquatic Dye		1	100	1	0	0	1	0	1	1000			d02	d02	d02	16	1	1	0	0	0	flppot	invd02			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Spring Dye	Spring Dye		1	100	1	0	0	1	0	1	1000			d03	d03	d03	16	1	1	0	0	0	flppot	invd03			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Infernal Dye	Infernal Dye		1	100	1	0	0	1	0	1	1000			d04	d04	d04	16	1	1	0	0	0	flppot	invd04			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Azure Dye	Azure Dye		1	100	1	0	0	1	0	1	1000			d05	d05	d05	16	1	1	0	0	0	flppot	invd05			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Verdant Dye	Verdant Dye		1	100	1	0	0	1	0	1	1000			d06	d06	d06	16	1	1	0	0	0	flppot	invd06			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Amber Dye	Amber Dye		1	100	1	0	0	1	0	1	1000			d07	d07	d07	16	1	1	0	0	0	flppot	invd07			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Violet Dye	Violet Dye		1	100	1	0	0	1	0	1	1000			d08	d08	d08	16	1	1	0	0	0	flppot	invd08			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Golden Dye	Golden Dye		1	100	1	0	0	1	0	1	1000			d09	d09	d09	16	1	1	0	0	0	flppot	invd09			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Sepia Dye	Sepia Dye		1	100	1	0	0	1	0	1	1000			d10	d10	d10	16	1	1	0	0	0	flppot	invd10			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Abyssal Dye	Abyssal Dye		1	100	1	0	0	1	0	1	1000			d11	d11	d11	16	1	1	0	0	0	flppot	invd11			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Silver Dye	Silver Dye		1	100	1	0	0	1	0	1	1000			d12	d12	d12	16	1	1	0	0	0	flppot	invd12			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pale Dye	Pale Dye		1	100	1	0	0	1	0	1	1000			d13	d13	d13	16	1	1	0	0	0	flppot	invd13			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Angelic Dye	Angelic Dye		1	100	1	0	0	1	0	1	1000			d14	d14	d14	16	1	1	0	0	0	flppot	invd14			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Corrupted Shard	Corrupted Shard		1	100	1	0	0	1	0	1	5000			co2	co2	co2	16	1	1	0	0	0	flpsple	invco2			0	xxx			0	0	elix		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	co2_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Akara Reward	Akara Reward		1	100	0	0	0	1	0	1	1000			q01	q01	q01	16	1	1	0	0	0	flprin	invrin			0	xxx			0	0	elix		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0	999		0	-1												1	q01_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ormus Reward	Ormus Reward		1	100	0	0	0	1	0	1	1000			q02	q02	q02	16	1	1	0	0	0	flpamu	invamu			0	xxx			0	0	elix		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0	999		0	-1												1	q02_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Dye Remover	Dye Remover		1	100	1	0	0	1	0	1	2500			d15	d15	d15	16	1	1	0	0	0	flppot	invd15			0	xxx			0	0	cstm		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	der_dsc		0	0	0	non	0					255					255	1	1			255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255			0	0	0	d15	d15			1			0
