Act	Place
4	Ancient Kaa the Soulless
4	The Smith
4	Web Mage the Burning
4	Witch Doctor Endugu
4	Stormtree
4	Sarina the Battlemaid
4	Icehawk Riftwing
4	Ismail Vilehand
4	Geleb Flamefinger
4	Bremm Sparkfist
4	Toorc Icefist
4	Wyand Voidfinger
4	Maffer Dragonhand
4	Winged Death
4	The Tormentor
4	Taintbreeder
4	Riftwraith the Cannibal
4	Infector of Souls
4	Lord De Seis
4	Grand Vizier of Chaos
4	The Cow King
4	Corpsefire
4	The Feature Creep
4	Siege Boss
4	Ancient Barbarian 1
4	Ancient Barbarian 2
4	Ancient Barbarian 3
4	Axe Dweller
4	Bonesaw Breaker
4	Dac Farren
4	Megaflow Rectifier
4	Eyeback Unleashed
4	Threash Socket
4	Pindleskin
4	Snapchip Shatter
4	Anodized Elite
4	Vinvear Molech
4	Sharp Tooth Sayer
4	Magma Torquer
4	Blaze Ripper
4	Frozenstein
4	Nihlathak Boss
4	Baal Subject 1
4	Baal Subject 2
4	Baal Subject 3
4	Baal Subject 4
4	Baal Subject 5
5	larzuk
5	drehya
5	malah
5	nihlathak
5	qual-kehk
5	place_impgroup
5	Siege Boss
5	tyrael3
5	cain6
5	place_imp
5	place_minion
5	place_miniongroup
5	catapult2
5	catapult1
5	place_bloodlord
5	catapultspotter2
5	catapultspotter1
5	act5barb1
5	place_deadbarb
5	place_deadminion
5	place_deadimp
5	cain6
5	act5barb3
5	place_reanimateddead
5	ancientstatue1
5	ancientstatue2
5	ancientstatue3
5	Dac Farren
5	baalthrone
5	baaltaunt
5	injuredbarb1
5	injuredbarb2
5	injuredbarb3
5	baalcrab
5	Axe Dweller
5	Bonesaw Breaker
5	Megaflow Rectifier
5	Eyeback Unleashed
5	Threash Socket
5	Pindleskin
5	Snapchip Shatter
5	Anodized Elite
5	Vinvear Molech
5	Sharp Tooth Sayer
5	Magma Torquer
5	Blaze Ripper
5	Frozenstein
5	worldstoneeffect
5	chicken
5	place_champion
5	evilhut
5	place_nothing
5	place_nothing
5	place_nothing
5	place_nothing
5	place_nothing
5	skeleton1
5	skeleton2
5	skeleton3
5	skeleton4
5	skeleton5
5	zombie1
5	zombie2
5	zombie3
5	zombie4
5	zombie5
5	bighead1
5	bighead2
5	bighead3
5	bighead4
5	bighead5
5	foulcrow1
5	foulcrow2
5	foulcrow3
5	foulcrow4
5	fallen1
5	fallen2
5	fallen3
5	fallen4
5	fallen5
5	brute2
5	brute3
5	brute4
5	brute5
5	brute1
5	sandraider1
5	sandraider2
5	sandraider3
5	sandraider4
5	sandraider5
5	gorgon1
5	gorgon2
5	gorgon3
5	gorgon4
5	wraith1
5	wraith2
5	wraith3
5	wraith4
5	wraith5
5	corruptrogue1
5	corruptrogue2
5	corruptrogue3
5	corruptrogue4
5	corruptrogue5
5	baboon1
5	baboon2
5	baboon3
5	baboon4
5	baboon5
5	goatman1
5	goatman2
5	goatman3
5	goatman4
5	goatman5
5	fallenshaman1
5	fallenshaman2
5	fallenshaman3
5	fallenshaman4
5	fallenshaman5
5	quillrat1
5	quillrat2
5	quillrat3
5	quillrat4
5	quillrat5
5	sandmaggot1
5	sandmaggot2
5	sandmaggot3
5	sandmaggot4
5	sandmaggot5
5	clawviper1
5	clawviper2
5	clawviper3
5	clawviper4
5	clawviper5
5	sandleaper1
5	sandleaper2
5	sandleaper3
5	sandleaper4
5	sandleaper5
5	pantherwoman1
5	pantherwoman2
5	pantherwoman3
5	pantherwoman4
5	swarm1
5	swarm2
5	swarm3
5	swarm4
5	scarab1
5	scarab2
5	scarab3
5	scarab4
5	scarab5
5	mummy1
5	mummy2
5	mummy3
5	mummy4
5	mummy5
5	unraveler1
5	unraveler2
5	unraveler3
5	unraveler4
5	unraveler5
5	chaoshorde1
5	chaoshorde2
5	chaoshorde3
5	chaoshorde4
5	vulture1
5	vulture2
5	vulture3
5	vulture4
5	mosquito1
5	mosquito2
5	mosquito3
5	mosquito4
5	willowisp1
5	willowisp2
5	willowisp3
5	willowisp4
5	arach1
5	arach2
5	arach3
5	arach4
5	arach5
5	thornhulk1
5	thornhulk2
5	thornhulk3
5	thornhulk4
5	vampire1
5	vampire2
5	vampire3
5	vampire4
5	vampire5
5	batdemon1
5	batdemon2
5	batdemon3
5	batdemon4
5	batdemon5
5	fetish1
5	fetish2
5	fetish3
5	fetish4
5	fetish5
5	cain1
5	gheed
5	akara
5	chicken
5	kashya
5	rat
5	rogue1
5	hellmeteor
5	charsi
5	warriv1
5	andariel
5	bird1
5	bird2
5	bat
5	cr_archer1
5	cr_archer2
5	cr_archer3
5	cr_archer4
5	cr_archer5
5	cr_lancer1
5	cr_lancer2
5	cr_lancer3
5	cr_lancer4
5	cr_lancer5
5	sk_archer1
5	sk_archer2
5	sk_archer3
5	sk_archer4
5	sk_archer5
5	warriv2
5	atma
5	drognan
5	fara
5	cow
5	maggotbaby1
5	maggotbaby2
5	maggotbaby3
5	maggotbaby4
5	maggotbaby5
5	camel
5	blunderbore1
5	blunderbore2
5	blunderbore3
5	blunderbore4
5	maggotegg1
5	maggotegg2
5	maggotegg3
5	maggotegg4
5	maggotegg5
5	act2male
5	act2female
5	act2child
5	greiz
5	elzix
5	geglash
5	jerhyn
5	lysander
5	act2guard1
5	act2vendor1
5	act2vendor2
5	crownest1
5	crownest2
5	crownest3
5	crownest4
5	meshif1
5	duriel
5	bonefetish1
5	bonefetish2
5	bonefetish3
5	bonefetish4
5	bonefetish5
5	darkguard1
5	darkguard2
5	darkguard3
5	darkguard4
5	darkguard5
5	bloodmage1
5	bloodmage2
5	bloodmage3
5	bloodmage4
5	bloodmage5
5	maggot
5	sarcophagus
5	radament
5	firebeast
5	iceglobe
5	lightningbeast
5	poisonorb
5	flyingscimitar
5	zealot1
5	zealot2
5	zealot3
5	cantor1
5	cantor2
5	cantor3
5	cantor4
5	mephisto
5	diablo
5	cain2
5	cain3
5	cain4
5	frogdemon1
5	frogdemon2
5	frogdemon3
5	summoner
5	tyrael1
5	asheara
5	hratli
5	alkor
5	ormus
5	izual
5	halbu
5	tentacle1
5	tentacle2
5	tentacle3
5	tentaclehead1
5	tentaclehead2
5	tentaclehead3
5	meshif2
5	cain5
5	navi
5	bloodraven
5	bug
5	scorpion
5	rogue2
5	roguehire
5	rogue3
5	gargoyletrap
5	skmage_pois1
5	skmage_pois2
5	skmage_pois3
5	skmage_pois4
5	fetishshaman1
5	fetishshaman2
5	fetishshaman3
5	fetishshaman4
5	fetishshaman5
5	larva
5	maggotqueen1
5	maggotqueen2
5	maggotqueen3
5	maggotqueen4
5	maggotqueen5
5	claygolem
5	bloodgolem
5	irongolem
5	firegolem
5	familiar
5	act3male
5	baboon6
5	act3female
5	natalya
5	vilemother1
5	vilemother2
5	vilemother3
5	vilechild1
5	vilechild2
5	vilechild3
5	fingermage1
5	fingermage2
5	fingermage3
5	regurgitator1
5	regurgitator2
5	regurgitator3
5	doomknight1
5	doomknight2
5	doomknight3
5	quillbear1
5	quillbear2
5	quillbear3
5	quillbear4
5	quillbear5
5	snake
5	parrot
5	fish
5	evilhole1
5	evilhole2
5	evilhole3
5	evilhole4
5	evilhole5
5	trap-firebolt
5	trap-horzmissile
5	trap-vertmissile
5	trap-poisoncloud
5	trap-lightning
5	act2guard2
5	invisospawner
5	diabloclone
5	suckernest1
5	suckernest2
5	suckernest3
5	suckernest4
5	act2hire
5	minispider
5	boneprison1
5	boneprison2
5	boneprison3
5	boneprison4
5	bonewall
5	councilmember1
5	councilmember2
5	councilmember3
5	turret1
5	turret2
5	turret3
5	hydra1
5	hydra2
5	hydra3
5	trap-melee
5	seventombs
5	dopplezon
5	valkyrie
5	act2guard3
5	act3hire
5	megademon1
5	megademon2
5	megademon3
5	necroskeleton
5	necromage
5	griswold
5	compellingorb
5	tyrael2
5	darkwanderer
5	trap-nova
5	spiritmummy
5	lightningspire
5	firetower
5	slinger1
5	slinger2
5	slinger3
5	slinger4
5	act2guard4
5	act2guard5
5	skmage_cold1
5	skmage_cold2
5	skmage_cold3
5	skmage_cold4
5	skmage_fire1
5	skmage_fire2
5	skmage_fire3
5	skmage_fire4
5	skmage_ltng1
5	skmage_ltng2
5	skmage_ltng3
5	skmage_ltng4
5	hellbovine
5	window1
5	window2
5	slinger5
5	slinger6
5	fetishblow1
5	fetishblow2
5	fetishblow3
5	fetishblow4
5	fetishblow5
5	mephistospirit
5	smith
5	trappedsoul1
5	trappedsoul2
5	jamella
5	izualghost
5	fetish11
5	malachai
5	hephasto
5	wakeofdestruction
5	chargeboltsentry
5	lightningsentry
5	bladecreeper
5	invisopet
5	infernosentry
5	deathsentry
5	shadowwarrior
5	shadowmaster
5	druidhawk
5	spiritwolf
5	fenris
5	spiritofbarbs
5	heartofwolverine
5	oaksage
5	plaguepoppy
5	cycleoflife
5	vinecreature
5	druidbear
5	eagle
5	wolf
5	bear
5	barricadedoor1
5	barricadedoor2
5	prisondoor
5	barricadetower
5	reanimatedhorde1
5	reanimatedhorde2
5	reanimatedhorde3
5	reanimatedhorde4
5	reanimatedhorde5
5	siegebeast1
5	siegebeast2
5	siegebeast3
5	siegebeast4
5	siegebeast5
5	snowyeti1
5	snowyeti2
5	snowyeti3
5	snowyeti4
5	wolfrider1
5	wolfrider2
5	wolfrider3
5	minion1
5	minion2
5	minion3
5	minion4
5	minion5
5	minion6
5	minion7
5	minion8
5	suicideminion1
5	suicideminion2
5	suicideminion3
5	suicideminion4
5	suicideminion5
5	suicideminion6
5	suicideminion7
5	suicideminion8
5	succubus1
5	succubus2
5	succubus3
5	succubus4
5	succubus5
5	succubuswitch1
5	succubuswitch2
5	succubuswitch3
5	succubuswitch4
5	succubuswitch5
5	overseer1
5	overseer2
5	overseer3
5	overseer4
5	overseer5
5	minionspawner1
5	minionspawner2
5	minionspawner3
5	minionspawner4
5	minionspawner5
5	minionspawner6
5	minionspawner7
5	minionspawner8
5	imp1
5	imp2
5	imp3
5	imp4
5	imp5
5	catapult1
5	catapult2
5	catapult3
5	catapult4
5	frozenhorror1
5	frozenhorror2
5	frozenhorror3
5	frozenhorror4
5	frozenhorror5
5	bloodlord1
5	bloodlord2
5	bloodlord3
5	bloodlord4
5	bloodlord5
5	larzuk
5	drehya
5	malah
5	nihlathak
5	qual-kehk
5	catapultspotter1
5	catapultspotter2
5	catapultspotter3
5	catapultspotter4
5	cain6
5	tyrael3
5	act5barb1
5	act5barb2
5	barricadewall1
5	barricadewall2
5	nihlathakboss
5	drehyaiced
5	evilhut
5	deathmauler1
5	deathmauler2
5	deathmauler3
5	deathmauler4
5	deathmauler5
5	act5pow
5	act5barb3
5	act5barb4
5	ancientstatue1
5	ancientstatue2
5	ancientstatue3
5	ancientbarb1
5	ancientbarb2
5	ancientbarb3
5	baalthrone
5	baalcrab
5	baaltaunt
5	putriddefiler1
5	putriddefiler2
5	putriddefiler3
5	putriddefiler4
5	putriddefiler5
5	painworm1
5	painworm2
5	painworm3
5	painworm4
5	painworm5
5	bunny
5	baalhighpriest
5	venomlord
5	baalcrabstairs
5	act5hire1
5	act5hire2
5	baaltentacle1
5	baaltentacle2
5	baaltentacle3
5	baaltentacle4
5	baaltentacle5
5	injuredbarb1
5	injuredbarb2
5	injuredbarb3
5	baalclone
5	baalminion1
5	baalminion2
5	baalminion3
5	worldstoneeffect
5	sk_archer6
5	sk_archer7
5	sk_archer8
5	sk_archer9
5	sk_archer10
5	bighead6
5	bighead7
5	bighead8
5	bighead9
5	bighead10
5	goatman6
5	goatman7
5	goatman8
5	goatman9
5	goatman10
5	foulcrow5
5	foulcrow6
5	foulcrow7
5	foulcrow8
5	clawviper6
5	clawviper7
5	clawviper8
5	clawviper9
5	clawviper10
5	sandraider6
5	sandraider7
5	sandraider8
5	sandraider9
5	sandraider10
5	deathmauler6
5	quillrat6
5	quillrat7
5	quillrat8
5	vulture5
5	thornhulk5
5	slinger7
5	slinger8
5	slinger9
5	cr_archer6
5	cr_archer7
5	cr_lancer6
5	cr_lancer7
5	cr_lancer8
5	blunderbore5
5	blunderbore6
5	skmage_fire5
5	skmage_fire6
5	skmage_ltng5
5	skmage_ltng6
5	skmage_cold5
5	skmage_pois5
5	skmage_pois6
5	pantherwoman5
5	pantherwoman6
5	sandleaper6
5	sandleaper7
5	wraith6
5	wraith7
5	wraith8
5	succubus6
5	succubus7
5	succubuswitch6
5	succubuswitch7
5	succubuswitch8
5	willowisp5
5	willowisp6
5	willowisp7
5	fallen6
5	fallen7
5	fallen8
5	fallenshaman6
5	fallenshaman7
5	fallenshaman8
5	skeleton6
5	skeleton7
5	batdemon6
5	batdemon7
5	bloodlord6
5	bloodlord7
5	scarab6
5	scarab7
5	fetish6
5	fetish7
5	fetish8
5	fetishblow6
5	fetishblow7
5	fetishblow8
5	fetishshaman6
5	fetishshaman7
5	fetishshaman8
5	baboon7
5	baboon8
5	unraveler6
5	unraveler7
5	unraveler8
5	unraveler9
5	zealot4
5	zealot5
5	cantor5
5	cantor6
5	vilemother4
5	vilemother5
5	vilechild4
5	vilechild5
5	sandmaggot6
5	maggotbaby6
5	maggotegg6
5	minion9
5	minion10
5	minion11
5	arach6
5	megademon4
5	megademon5
5	imp6
5	imp7
5	bonefetish6
5	bonefetish7
5	fingermage4
5	fingermage5
5	regurgitator4
5	vampire6
5	vampire7
5	vampire8
5	reanimatedhorde6
5	dkfig1
5	dkfig2
5	dkmag1
5	dkmag2
5	mummy6
5	ubermephisto
5	uberdiablo
5	uberizual
5	uberandariel
5	uberduriel
5	uberbaal
5	demonspawner
5	demonhole
5	megademon6
5	dkmag3
5	imp8
5	swarm5
5	sandmaggot7
5	arach7
5	scarab8
5	succubus8
5	succubuswitch9
5	corruptrogue6
5	cr_archer8
5	cr_lancer9
5	overseer6
5	skeleton8
5	sk_archer11
5	skmage_fire7
5	skmage_ltng7
5	skmage_cold6
5	skmage_pois7
5	vampire9
5	wraith9
5	willowisp8
5	Bishibosh
5	Bonebreak
5	Coldcrow
5	Rakanishu
5	Treehead WoodFist
5	Griswold
5	The Countess
5	Pitspawn Fouldog
5	Flamespike the Crawler
5	Boneash
5	Radament
5	Bloodwitch the Wild
5	Fangskin
5	Beetleburst
5	Leatherarm
5	Coldworm the Burrower
5	Fire Eye
5	Dark Elder
5	The Summoner
5	Ancient Kaa the Soulless
5	The Smith
5	Web Mage the Burning
5	Witch Doctor Endugu
5	Stormtree
5	Sarina the Battlemaid
5	Icehawk Riftwing
5	Ismail Vilehand
5	Geleb Flamefinger
5	Bremm Sparkfist
5	Toorc Icefist
5	Wyand Voidfinger
5	Maffer Dragonhand
5	Winged Death
5	The Tormentor
5	Taintbreeder
5	Riftwraith the Cannibal
5	Infector of Souls
5	Lord De Seis
5	Grand Vizier of Chaos
5	The Cow King
5	Corpsefire
5	The Feature Creep
5	Siege Boss
5	Ancient Barbarian 1
5	Ancient Barbarian 2
5	Ancient Barbarian 3
5	Axe Dweller
5	Bonesaw Breaker
5	Dac Farren
5	Megaflow Rectifier
5	Eyeback Unleashed
5	Threash Socket
5	Pindleskin
5	Snapchip Shatter
5	Anodized Elite
5	Vinvear Molech
5	Sharp Tooth Sayer
5	Magma Torquer
5	Blaze Ripper
5	Frozenstein
5	Nihlathak Boss
5	Baal Subject 1
5	Baal Subject 2
5	Baal Subject 3
5	Baal Subject 4
5	Baal Subject 5
