description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
adds stat #22	1			100	15	364	79		2	boot,rar,noe,nos	bpl						useitem			100	res-ltng			15	25	corrupted_rl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #23	1			100	15	364	78		2	boot,rar,noe,nos	bpl						useitem			100	res-pois			15	25	corrupted_rp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #24	1			100	15	364	77		2	boot,rar,noe,nos	bpl						useitem			100	gold%			50	100	corrupted_gold			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #25	1			100	15	364	76		2	boot,rar,noe,nos	bpl						useitem			100	mag%			15	25	corrupted_mf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #26	1			100	15	364	75		2	boot,rar,noe,nos	bpl						useitem			100	ac%			50	75	corrupted_acp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds sockets if possible (if not destroys item into pieces)	1			100	15	364	50		2	boot,rar,noe,nos	bpl						useitem			100	sock			1	1	corrupted_sock			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
destroys item into pieces	1			100	15	364	25		2	boot,rar,noe,nos	bpl						co2			100																																																																																				0
converts item into rare quality	1			100	15	364	1		2	boot,rar,noe,nos	bpl						usetype,rar			100	corrupted			1	1	corrupt-roll			101	101																																																																										0
item + orb of corruption -> adds corrupted stat on item	1			100	18	365			2	belt,rar,noe,nos	bpl						useitem			100	corrupt-roll			1	100	corrupted			1	1																bpl																																																										0
checks if item is already corrupted	1			100	15	364	101		2	belt,rar,noe,nos	bpl						useitem			100																										bpl																																																										0
adds stat #1	1			100	15	364	100		2	belt,rar,noe,nos	bpl						useitem			100	allskills			1	1	corrupted_as			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #2	1			100	15	364	99		2	belt,rar,noe,nos	bpl						useitem			100	addxp			3	5	corrupted_exp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #3	1			100	15	364	98		2	belt,rar,noe,nos	bpl						useitem			100	res-curs-len			20	20	corrupted_rescur			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #4	1			100	15	364	97		2	belt,rar,noe,nos	bpl						useitem			100	cast1			10	10	corrupted_fcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #5	1			100	15	364	96		2	belt,rar,noe,nos	bpl						useitem			100	res-all-max			2	3	corrupted_resallm			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #6	1			100	15	364	95		2	belt,rar,noe,nos	bpl						useitem			100	block1			5	10	corrupted_bl1			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #7	1			100	15	364	94		2	belt,rar,noe,nos	bpl						useitem			100	res-all			5	10	corrupted_resall			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #8	1			100	15	364	93		2	belt,rar,noe,nos	bpl						useitem			100	move1			8	12	corrupted_rw			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #9	1			100	15	364	92		2	belt,rar,noe,nos	bpl						useitem			100	swing1			10	10	corrupted_ias			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #10	1			100	15	364	91		2	belt,rar,noe,nos	bpl						useitem			100	red-dmg%			3	5	corrupted_dmgrdp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #11	1			100	15	364	90		2	belt,rar,noe,nos	bpl						useitem			100	regen-mana			15	20	corrupted_mreg			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #12	1			100	15	364	89		2	belt,rar,noe,nos	bpl						useitem			100	thorns/lvl		24			corrupted_thrn_lvl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #13	1			100	15	364	88		2	belt,rar,noe,nos	bpl						useitem			100	all-stats			4	6	corrupted_allstats			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #14	1			100	15	364	87		2	belt,rar,noe,nos	bpl						useitem			100	balance1			10	15	corrupted_fhr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #15	1			100	15	364	86		2	belt,rar,noe,nos	bpl						useitem			100	gold%			60	100	corrupted_gold			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #16	1			100	15	364	85		2	belt,rar,noe,nos	bpl						useitem			100	mag%			20	30	corrupted_mf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #17	1			100	15	364	84		2	belt,rar,noe,nos	bpl						useitem			100	regen			15	20	corrupted_hreg			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #18	1			100	15	364	83		2	belt,rar,noe,nos	bpl						useitem			100	pierce			10	15	corrupted_prc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #19	1			100	15	364	82		2	belt,rar,noe,nos	bpl						useitem			100	res-fire			10	15	corrupted_rf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #20	1			100	15	364	81		2	belt,rar,noe,nos	bpl						useitem			100	res-cold			10	15	corrupted_rc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #21	1			100	15	364	80		2	belt,rar,noe,nos	bpl						useitem			100	res-ltng			10	15	corrupted_rl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #22	1			100	15	364	79		2	belt,rar,noe,nos	bpl						useitem			100	res-pois			10	15	corrupted_rp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #23	1			100	15	364	78		2	belt,rar,noe,nos	bpl						useitem			100	vit			5	10	corrupted_vit			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #24	1			100	15	364	77		2	belt,rar,noe,nos	bpl						useitem			100	enr			5	10	corrupted_enr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #25	1			100	15	364	76		2	belt,rar,noe,nos	bpl						useitem			100	dex			5	10	corrupted_dex			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #26	1			100	15	364	75		2	belt,rar,noe,nos	bpl						useitem			100	str			5	10	corrupted_str			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds sockets if possible (if not destroys item into pieces)	1			100	15	364	50		2	belt,rar,noe,nos	bpl						useitem			100	sock			1	1	corrupted_sock			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
destroys item into pieces	1			100	15	364	25		2	belt,rar,noe,nos	bpl						co2			100																																																																																				0
converts item into rare quality	1			100	15	364	1		2	belt,rar,noe,nos	bpl						usetype,rar			100	corrupted			1	1	corrupt-roll			101	101																																																																										0
item + orb of corruption -> adds corrupted stat on item	1			100	18	365			2	glov,rar,noe,nos	bpl						useitem			100	corrupt-roll			1	100	corrupted			1	1																bpl																																																										0
checks if item is already corrupted	1			100	15	364	101		2	glov,rar,noe,nos	bpl						useitem			100																										bpl																																																										0
adds stat #1	1			100	15	364	100		2	glov,rar,noe,nos	bpl						useitem			100	allskills			1	1	corrupted_as			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #2	1			100	15	364	99		2	glov,rar,noe,nos	bpl						useitem			100	mana-kill			2	4	corrupted_mkill			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #3	1			100	15	364	98		2	glov,rar,noe,nos	bpl						useitem			100	cast1			10	10	corrupted_fcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #4	1			100	15	364	97		2	glov,rar,noe,nos	bpl						useitem			100	slow			10	10	corrupted_slow			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #5	1			100	15	364	96		2	glov,rar,noe,nos	bpl						useitem			100	block			5	10	corrupted_bl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #6	1			100	15	364	95		2	glov,rar,noe,nos	bpl						useitem			100	res-all			5	10	corrupted_resall			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #7	1			100	15	364	94		2	glov,rar,noe,nos	bpl						useitem			100	heal-kill			2	4	corrupted_hkill			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #8	1			100	15	364	93		2	glov,rar,noe,nos	bpl						useitem			100	reduce-ac			15	25	corrupted_rdc_ac			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #9	1			100	15	364	92		2	glov,rar,noe,nos	bpl						useitem			100	swing1			10	10	corrupted_ias			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #10	1			100	15	364	91		2	glov,rar,noe,nos	bpl						useitem			100	dmg%			20	40	corrupted_ed			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #11	1			100	15	364	90		2	glov,rar,noe,nos	bpl						useitem			100	deadly			10	10	corrupted_ds			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #12	1			100	15	364	89		2	glov,rar,noe,nos	bpl						useitem			100	hp			20	40	corrupted_hp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #13	1			100	15	364	88		2	glov,rar,noe,nos	bpl						useitem			100	thorns/lvl		24			corrupted_thrn_lvl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #14	1			100	15	364	87		2	glov,rar,noe,nos	bpl						useitem			100	all-stats			4	6	corrupted_allstats			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #15	1			100	15	364	86		2	glov,rar,noe,nos	bpl						useitem			100	block1			10	20	corrupted_bl1			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #16	1			100	15	364	85		2	glov,rar,noe,nos	bpl						useitem			100	manasteal			2	3	corrupted_mstl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #17	1			100	15	364	84		2	glov,rar,noe,nos	bpl						useitem			100	lifesteal			2	3	corrupted_lstl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #18	1			100	15	364	83		2	glov,rar,noe,nos	bpl						useitem			100	regen			15	20	corrupted_hreg			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #19	1			100	15	364	82		2	glov,rar,noe,nos	bpl						useitem			100	pierce			10	15	corrupted_prc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #20	1			100	15	364	81		2	glov,rar,noe,nos	bpl						useitem			100	res-fire			15	25	corrupted_rf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #21	1			100	15	364	80		2	glov,rar,noe,nos	bpl						useitem			100	res-cold			15	25	corrupted_rc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #22	1			100	15	364	79		2	glov,rar,noe,nos	bpl						useitem			100	res-ltng			15	25	corrupted_rl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #23	1			100	15	364	78		2	glov,rar,noe,nos	bpl						useitem			100	res-pois			15	25	corrupted_rp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #24	1			100	15	364	77		2	glov,rar,noe,nos	bpl						useitem			100	gold%			50	100	corrupted_gold			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #25	1			100	15	364	76		2	glov,rar,noe,nos	bpl						useitem			100	mag%			15	25	corrupted_mf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #26	1			100	15	364	75		2	glov,rar,noe,nos	bpl						useitem			100	ac%			50	75	corrupted_acp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds sockets if possible (if not destroys item into pieces)	1			100	15	364	50		2	glov,rar,noe,nos	bpl						useitem			100	sock			1	1	corrupted_sock			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
destroys item into pieces	1			100	15	364	25		2	glov,rar,noe,nos	bpl						co2			100																																																																																				0
converts item into rare quality	1			100	15	364	1		2	glov,rar,noe,nos	bpl						usetype,rar			100	corrupted			1	1	corrupt-roll			101	101																																																																										0
item + orb of corruption -> adds corrupted stat on item	1			100	18	365			2	ring,rar	bpl						useitem			100	corrupt-roll			1	100	corrupted			1	1																bpl																																																										0
checks if item is already corrupted	1			100	15	364	101		2	ring,rar	bpl						useitem			100																										bpl																																																										0
adds stat #1	1			100	15	364	100		2	ring,rar	bpl						useitem			100	allskills			1	1	corrupted_as			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #2	1			100	15	364	99		2	ring,rar	bpl						useitem			100	cast1			10	10	corrupted_fcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #3	1			100	15	364	97		2	ring,rar	bpl						useitem			100	res-curs-len			10	10	corrupted_rescur			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #4	1			100	15	364	94		2	ring,rar	bpl						useitem			100	mana%			4	6	corrupted_mpp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #5	1			100	15	364	91		2	ring,rar	bpl						useitem			100	hp%			4	6	corrupted_hpp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #6	1			100	15	364	88		2	ring,rar	bpl						useitem			100	move1			8	12	corrupted_rw			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #7	1			100	15	364	85		2	ring,rar	bpl						useitem			100	res-all			4	6	corrupted_resall			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #8	1			100	15	364	82		2	ring,rar	bpl						useitem			100	all-stats			4	6	corrupted_allstats			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #9	1			100	15	364	79		2	ring,rar	bpl						useitem			100	manasteal			3	4	corrupted_mstl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #10	1			100	15	364	76		2	ring,rar	bpl						useitem			100	lifesteal			3	4	corrupted_lstl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #11	1			100	15	364	73		2	ring,rar	bpl						useitem			100	thorns/lvl		24			corrupted_thrn_lvl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #12	1			100	15	364	70		2	ring,rar	bpl						useitem			100	mana-kill			2	3	corrupted_mkill			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #13	1			100	15	364	67		2	ring,rar	bpl						useitem			100	heal-kill			2	3	corrupted_hkill			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #14	1			100	15	364	64		2	ring,rar	bpl						useitem			100	red-mag			4	6	corrupted_magrd			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #15	1			100	15	364	61		2	ring,rar	bpl						useitem			100	red-dmg			4	6	corrupted_dmgrd			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #16	1			100	15	364	58		2	ring,rar	bpl						useitem			100	att			100	150	corrupted_ar			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #17	1			100	15	364	55		2	ring,rar	bpl						useitem			100	gold%			40	80	corrupted_gold			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #18	1			100	15	364	52		2	ring,rar	bpl						useitem			100	mag%			10	20	corrupted_mf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #19	1			100	15	364	49		2	ring,rar	bpl						useitem			100	res-fire			10	15	corrupted_rf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #20	1			100	15	364	46		2	ring,rar	bpl						useitem			100	res-cold			10	15	corrupted_rc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #21	1			100	15	364	43		2	ring,rar	bpl						useitem			100	res-ltng			10	15	corrupted_rl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #22	1			100	15	364	40		2	ring,rar	bpl						useitem			100	res-pois			10	15	corrupted_rp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #23	1			100	15	364	37		2	ring,rar	bpl						useitem			100	vit			5	10	corrupted_vit			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #24	1			100	15	364	34		2	ring,rar	bpl						useitem			100	enr			5	10	corrupted_enr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #25	1			100	15	364	31		2	ring,rar	bpl						useitem			100	dex			5	10	corrupted_dex			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #26	1			100	15	364	28		2	ring,rar	bpl						useitem			100	str			5	10	corrupted_str			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
destroys item into pieces	1			100	15	364	25		2	ring,rar	bpl						co2			100																																																																																				0
converts item into rare quality	1			100	15	364	1		2	ring,rar	bpl						usetype,rar			100	corrupted			1	1	corrupt-roll			101	101																																																																										0
item + orb of corruption -> adds corrupted stat on item	1			100	18	365			2	amu,rar	bpl						useitem			100	corrupt-roll			1	100	corrupted			1	1																bpl																																																										0
checks if item is already corrupted	1			100	15	364	101		2	amu,rar	bpl						useitem			100																										bpl																																																										0
adds stat #1	1			100	15	364	100		2	amu,rar	bpl						useitem			100	allskills			1	1	corrupted_as			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #2	1			100	15	364	99		2	amu,rar	bpl						useitem			100	cast1			10	10	corrupted_fcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #3	1			100	15	364	97		2	amu,rar	bpl						useitem			100	extra-fire			3	5	corrupted_ef			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #4	1			100	15	364	94		2	amu,rar	bpl						useitem			100	extra-ltng			3	5	corrupted_ec			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #5	1			100	15	364	91		2	amu,rar	bpl						useitem			100	extra-cold			3	5	corrupted_el			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #6	1			100	15	364	88		2	amu,rar	bpl						useitem			100	extra-pois			3	5	corrupted_ep			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #7	1			100	15	364	85		2	amu,rar	bpl						useitem			100	extra-mag			3	5	corrupted_em			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #8	1			100	15	364	82		2	amu,rar	bpl						useitem			100	move1			8	12	corrupted_rw			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #9	1			100	15	364	79		2	amu,rar	bpl						useitem			100	dmg%			20	40	corrupted_ed			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #10	1			100	15	364	76		2	amu,rar	bpl						useitem			100	res-all-max			2	3	corrupted_resallm			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #11	1			100	15	364	73		2	amu,rar	bpl						useitem			100	thorns/lvl		24			corrupted_thrn_lvl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #12	1			100	15	364	70		2	amu,rar	bpl						useitem			100	mana-kill			2	3	corrupted_mkill			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #13	1			100	15	364	67		2	amu,rar	bpl						useitem			100	heal-kill			2	3	corrupted_hkill			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #14	1			100	15	364	64		2	amu,rar	bpl						useitem			100	balance1			10	15	corrupted_fhr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #15	1			100	15	364	61		2	amu,rar	bpl						useitem			100	block1			5	10	corrupted_bl1			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #16	1			100	15	364	58		2	amu,rar	bpl						useitem			100	regen			15	25	corrupted_hreg			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #17	1			100	15	364	55		2	amu,rar	bpl						useitem			100	gold%			60	100	corrupted_gold			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #18	1			100	15	364	52		2	amu,rar	bpl						useitem			100	mag%			20	35	corrupted_mf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #19	1			100	15	364	49		2	amu,rar	bpl						useitem			100	res-fire			15	30	corrupted_rf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #20	1			100	15	364	46		2	amu,rar	bpl						useitem			100	res-cold			15	30	corrupted_rc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #21	1			100	15	364	43		2	amu,rar	bpl						useitem			100	res-ltng			15	30	corrupted_rl			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #22	1			100	15	364	40		2	amu,rar	bpl						useitem			100	res-pois			15	30	corrupted_rp			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #23	1			100	15	364	37		2	amu,rar	bpl						useitem			100	vit			6	12	corrupted_vit			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #24	1			100	15	364	34		2	amu,rar	bpl						useitem			100	enr			6	12	corrupted_enr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #25	1			100	15	364	31		2	amu,rar	bpl						useitem			100	dex			6	12	corrupted_dex			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #26	1			100	15	364	28		2	amu,rar	bpl						useitem			100	str			6	12	corrupted_str			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
destroys item into pieces	1			100	15	364	25		2	amu,rar	bpl						co2			100																																																																																				0
converts item into rare quality	1			100	15	364	1		2	amu,rar	bpl						usetype,rar			100	corrupted			1	1	corrupt-roll			101	101																																																																										0
item + orb of corruption -> adds corrupted stat on item	1			100	18	365			2	weap,set,noe,nos	bpl						useitem			100	corrupt-roll			1	100	corrupted			1	1																bpl																																																										0
checks if item is already corrupted	1			100	15	364	101		2	weap,set,noe,nos	bpl						useitem			100																										bpl																																																										0
adds stat #1	1			100	15	364	100		2	weap,set,noe,nos	bpl						useitem			100	allskills			1	1	corrupted_as			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #2	1			100	15	364	99		2	weap,set,noe,nos	bpl						useitem			100	extra-fire			3	5	cast2			5	10	corrupted_ffcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #3	1			100	15	364	98		2	weap,set,noe,nos	bpl						useitem			100	extra-cold			3	5	cast2			5	10	corrupted_cfcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #4	1			100	15	364	97		2	weap,set,noe,nos	bpl						useitem			100	extra-ltng			3	5	cast2			5	10	corrupted_lfcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #5	1			100	15	364	96		2	weap,set,noe,nos	bpl						useitem			100	extra-pois			3	5	cast2			5	10	corrupted_pfcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #6	1			100	15	364	95		2	weap,set,noe,nos	bpl						useitem			100	extra-mag			3	5	cast2			5	10	corrupted_mfcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #7	1			100	15	364	94		2	weap,set,noe,nos	bpl						useitem			100	att			150	300	dmg%			50	100	corrupted_ar_ed			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #8	1			100	15	364	93		2	weap,set,noe,nos	bpl						useitem			100	deadly			15	30	dmg%			50	100	corrupted_ds_ed			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #9	1			100	15	364	92		2	weap,set,noe,nos	bpl						useitem			100	crush			15	30	dmg%			50	100	corrupted_cb_ed			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #10	1			100	15	364	91		2	weap,set,noe,nos	bpl						useitem			100	swing2			15	30	dmg%			50	100	corrupted_ias_ed			1	1	corrupted			1	1	corrupt-roll			101	101																																																											0
adds stat #11	1			100	15	364	90		2	weap,set,noe,nos	bpl						useitem			100	att			150	300	corrupted_ar			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #12	1			100	15	364	89		2	weap,set,noe,nos	bpl						useitem			100	deadly			15	30	corrupted_ds			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #13	1			100	15	364	88		2	weap,set,noe,nos	bpl						useitem			100	crush			15	30	corrupted_cb			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #14	1			100	15	364	87		2	weap,set,noe,nos	bpl						useitem			100	swing2			15	30	corrupted_ias			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #15	1			100	15	364	86		2	weap,set,noe,nos	bpl						useitem			100	cast2			5	10	corrupted_fcr			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #16	1			100	15	364	85		2	weap,set,noe,nos	bpl						useitem			100	pierce-fire			5	10	corrupted_fprc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #17	1			100	15	364	84		2	weap,set,noe,nos	bpl						useitem			100	pierce-cold			5	10	corrupted_cprc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #18	1			100	15	364	83		2	weap,set,noe,nos	bpl						useitem			100	pierce-ltng			5	10	corrupted_lprc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #19	1			100	15	364	82		2	weap,set,noe,nos	bpl						useitem			100	pierce-pois			5	10	corrupted_pprc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #20	1			100	15	364	81		2	weap,set,noe,nos	bpl						useitem			100	pierce-mag			5	10	corrupted_mprc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #21	1			100	15	364	80		2	weap,set,noe,nos	bpl						useitem			100	pierce-phys			5	10	corrupted_phprc			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #22	1			100	15	364	79		2	weap,set,noe,nos	bpl						useitem			100	ease			-20	-40	corrupted_ease			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #23	1			100	15	364	78		2	weap,set,noe,nos	bpl						useitem			100	mag%			15	30	corrupted_mf			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #24	1			100	15	364	77		2	weap,set,noe,nos	bpl						useitem			100	mana-kill			3	5	corrupted_mkill			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #25	1			100	15	364	76		2	weap,set,noe,nos	bpl						useitem			100	heal-kill			3	5	corrupted_hkill			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds stat #26	1			100	15	364	75		2	weap,set,noe,nos	bpl						useitem			100	dmg%			50	75	corrupted_ed			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
adds sockets if possible (if not destroys item into pieces)	1			100	15	364	50		2	weap,set,noe,nos	bpl						useitem			100	sock			1	3	corrupted_sock			1	1	corrupted			1	1	corrupt-roll			101	101																																																																0
