index	set	item	*item	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	*eol
Hand of Blood	Between Light and Darkness	7sc	Mighty Scepter	7	60	67								5	5000	2	sock		2	2	dmg%		75	110	cast1		15	15	allskills		1	1	skilltab	10	1	1																	dmg-ltng		1	50					oskill	static field	13	16					res-fire		15	15																					0
Dusk Carapice	Between Light and Darkness	uui	Dusk Shroud	7	60	65								5	5000	2	ac%		65	110	sock		1	1	res-all		15	25	red-dmg%		10	15																													allskills		1	1																													0
Wiseman's Cap	Words of Wisdom	crn	Crown	7	25	28	lred	lred						5	5000	2	sor		1	1	mana-kill		2	3	res-ltng		15	25	pierce-ltng		10	15																																																													0
Sage's Leather	Words of Wisdom	xla	Demonhide Armor	7	32	33	lgrn	lgrn						5	5000	2	str		15	15	red-dmg		15	25	red-mag		15	25	hp		55	75																																					regen		5	5																					0
Gloves of Knowledge	Words of Wisdom	xmg	Heavy Bracers	7	35	38	lblu	lblu						5	5000	2	mana		35	45	cast2		20	20	heal-kill		10	15	mana-kill		1	3																													mag%		35	35																													0
Arcane Battlestaff	Words of Wisdom	8bs	Gothic Staff	7	20	23	oran	oran						5	5000	2	dmg-norm		35	80	dmg%		110	140	swing3		30	30	lifesteal		6	8																													manasteal		5	5					oskill	whirlwind	1	1																					0
Unholy Desires	The Devil Incarnate	xap	War Hat	7	25	31	dred	dred						5	5000	2	mana		35	50	cast1		15	15	dmg-to-mana		12	15																																	dmg-cold	250	25	35					oskill	warmth	1	1					oskill	warmth	1	1													0
Darkest Wishes	The Devil Incarnate	72a	Ettin Axe	7	60	70	blac	blac						5	5000	2	dmg%		220	260	swing2		20	20	knock		1	1	oskill	zeal	8	8	charged	90	65	15																																	kill-skill	life tap	20	15																					0
Shadowed Plate	The Devil Incarnate	utp	Archon Plate	7	60	74	lgry	lgry						5	5000	2	balance2		30	30	addxp		1	5	allskills		1	1	ac%		175	195																													red-dmg		20	20					red-mag		25	25																					0
Draven Coil	The Devil Incarnate	rin	Ring	3	40	50								5	5000	2	hp		35	50	cast1		10	10	ac		80	120	att%		10	20																																					freeze		2	2																					0
Tortured Soul Gauntlets	The Warlord of Blood	hgl	Gauntlets	7	28	29	dred	dred						5	5000	2	swing2		20	20	dmg%		30	50																													deadly		15	15					crush		15	15					att%		20	20					red-dmg%		10	10					ac		250	250					0
Hell's Torment Greaves	The Warlord of Blood	hbt	Greaves	7	28	31	dred	dred						5	5000	2	move2		30	30	hit-skill	82	18	1																													res-all		10	10					dmg-norm		10	20					res-mag		10	10					thorns/lvl	12							ac		313	313					0
Bloody Visage Helm	The Warlord of Blood	xhm	War Belt	7	45	45	lred	lred						5	5000	2	hp		70	100	bloody		1	1	mana		33	45	knock		2	2	ac%		120	170																									res-ltng		33	33					pierce-ltng		15	15													dmg-ltng		25	200					0
Vengeance Unleashed	The Warlord of Blood	zhb	Winged Helm	7	45	47	cred	cred						5	5000	2	sock		2	2	ac%		180	200	hp		50	75	red-dmg		22	40	red-mag		20	40																									res-fire		33	33					pierce-fire		15	15													dmg-fire		100	150					0
Elysian Fields	The Warlord of Blood	upk	Blade Barrier	7	60	68	lred	lred						5	5000	2	block		20	40	block3		40	40	red-dmg%		15	20	res-all		35	50	ac%		160	200	pierce-cold		15	15	dmg-cold	150	100	150																																																	0
Death and Decay	The Warlord of Blood	utp	Archon Plate	7	60	77	cred	cred						5	5000	2	ac%		180	220	hp		75	100	mana		35	50	dex		15	20	str		15	25																																																	noheal		1	1	allskills		2	2	0
Dying Curses	Necromantia	zlb	Demonhide Sash	7	30	30								5	5000	2	ac%		100	120	skilltab	6	1	1	levelup-skill	weaken	100	40																																																	mana/lvl	8															0
Lich's Rites	Necromantia	uuc	Heater	7	60	63								5	5000	2	ac%		80	140	block3		30	30	levelup-skill	bone armor	100	33	sock		1	1																																					block		25	25																					0
Twilight of Evil	Necromantia	9yw	Petrified Wand	7	30	29	blac	blac						5	5000	2	allskills		1	1	cast2		25	25	regen		1	5	aura	103	1	7																																																													0
Dark Rituals	Necromantia	xtp	Mage Plate	7	40	50	dred	dred						5	5000	2	ac		300	400	red-dmg%		10	15	balance3		30	30																									res-fire		15	15					res-cold		20	20					res-ltng		10	10					res-pois		25	25													0
Legacy in Blood	Necromantia	amu	Amulet	4	33	35								5	5000	2	allskills		1	1	swing1		10	10	mag%		50	75																																																	gold%		100	100													0
Andariel's Claw	Andariel's Disguise	uvg	Vampirebone Gloves	7	60	69								5	5000	2	ac%		90	130	swing1		15	15	cast1		15	15	res-pois		60	80	res-pois-len		60	90	mana		40	70																																																					0
Andariel's Hooves	Andariel's Disguise	umb	Boneweave Boots	7	60	72								5	5000	2	ac%		80	120	move2		25	25	dex		20	30	res-all		10	20	dmg-pois	300	1222	1222																																																									0
Andariel's Mask	Andariel's Disguise	xsk	Death Mask	7	30	36								5	5000	2	ac		75	100	heal-kill		15	20	mana-kill		3	6	enr		20	30	vit		20	30																																																									0
Andariel's Breastbone	Andariel's Disguise	ula	Scarab Husk	7	60	60								5	5000	2	ac%		120	150	noheal		1	1	red-dmg		20	30	red-mag		20	30	extra-pois		25	25	pierce-pois		25	25																													addxp		4	4																					0
Lister's Contempt	Lister's Scorn	xui	Ghost Armor	7	30	33	oran	oran						5	5000	2	ac%		100	120	res-fire		25	35	red-dmg		15	25	res-mag		10	10																																																													0
Lister's Derision	Lister's Scorn	9wa	Naga	7	30	40								5	5000	2	dmg%		120	200	dmg-fire		150	250	pierce-fire		15	20																									heal-kill		8	12													dmg-norm		45	135																					0
Lister's Indignation	Lister's Scorn	uml	Luna	7	60	62	dgrn	dgrn						5	5000	2	ac/lvl	16			block		20	30	block2		20	20	noheal		1	1	res-cold		25	35																																																									0
Lister's Disdain	Lister's Scorn	xhb	War Boots	7	30	43	oran	oran						5	5000	2	ac%		100	125	move2		20	20	kick		8	15	manasteal		3	6																													dex		25	25																													0
Winter's Embrace	Forbidden Magic	xea	Serpentskin	7	30	34	dblu	dblu						5	5000	2	allskills		1	1	nofreeze		1	1	ac		250	350	pierce-cold		10	20																																																													0
Baptism by Fire	Forbidden Magic	9ma	Flanged Mace	7	30	31	dred	dred						5	5000	2	allskills		2	2	cast2		20	20	mana		35	50	aura	102	3	5																													regen-mana		50	50																													0
Between Fire and Ice	Forbidden Magic	urg	Hyporian	7	60	64								5	5000	2	allskills		1	1	mag%		40	75	block3		35	35	balance3		30	30	str		15	25																																																									0
Call of Spirits	Evil Fortune	xla	Demonhide Armor	7	30	36								5	5000	2	ac%		120	200	red-dmg%		15	25	res-all		15	25	addxp		1	2																													ac/lvl	40																															0
Return to Harrogath	Evil Fortune	7wh	Legendary Mallet	7	60	75								5	5000	2	dmg%		175	225	swing3		60	60	sock		2	2																									manasteal		6	6					lifesteal		6	6																													0
Shattered Ground	Evil Fortune	xrg	Scutum	7	30	43								5	5000	2	ac/lvl	13			block		10	20	ignore-ac		1	1	dmg%		35	50																																																													0
Ismail's Vest	Temple of Light	xtu	Trellised Armor	7	30	41								5	5000	2	mag%		25	30	gold%		75	75	ac%		160	200																									heal-kill		10	10													mana-kill		3	3																					0
Bremm's Blade	Temple of Light	9cr	Demensional Blade	7	30	44								5	5000	2	dmg-min		35	50	dmg-max		100	140	hit-skill	72	4	20	dmg-demon		200	200	abs-fire		10	15	abs-cold		10	15																																																					0
Geleb's Ring	Temple of Light	rin2	Ring	3	60	67								5	5000	2	swing1		5	5	cast1		10	10	all-stats		8	15	allskills		1	1																																													hp		40	40													0
Toorc's Necklace	Temple of Light	amu	Amulet	3	60	67								5	5000	2	balance1		10	10	block		5	10	addxp		4	7																																																	gethit-skill	87	35	1					allskills		1	1					0
Taint of Wyann	Temple of Light	uuc	Heater	7	60	67								5	5000	2	ac%		130	150	regen		5	8	block		10	25	block2		20	20	balance2		20	20																																																									0
Maffer's Gift	Temple of Light	vbt	Heavy Boots	7	10	21	dgld	dgld						5	5000	2	ac		25	35	dex		10	10																													mag%		25	25					move2		30	30					res-all		15	15					mana/lvl	5							hp/lvl	8							0
Heroes Stand	Soldier's Cairn	xng	Linked Mail	7	30	35		whit						5	5000	2	ac%		130	170	dmg%		50	75	balance3		30	30																																																																	0
Warrior's Heroism	Soldier's Cairn	9cm	Dacian Falx	7	30	55	blac	dgry						5	5000	2	dmg%		200	300	swing2		20	20	sock		1	4																									lifesteal		8	8	oskill	sword mastery	3	3	dmg-norm		100	150																													0
Martyr's Principle	Soldier's Cairn	utg	Crasader Gauntlets	7	60	73	lyel	lyel						5	5000	2	ac		100	160	swing3		25	25	deadly		7	15	addxp		1	2																					allskills		1	1																																					0
Judicial Decree	Dominion's Rule	xcl	Tigulated Mail	7	30	40	dpur	dpur						5	5000	2	ac%		170	210	balance3		30	30	hp/lvl	10			mana/lvl	6																																																															0
Regime of Regulation	Dominion's Rule	7sm	Ataghan	7	60	69	dpur	dpur						5	5000	2	dmg%		240	290	dmg-norm		30	80	swing1		15	15	extra-ltng		25	25	abs-ltng		8	15																																																									0
King's Prescript	Dominion's Rule	xit	Dragon Shield	7	30	46	dpur	dpur						5	5000	2	ac%		125	125	red-dmg%		15	15	res-all		15	20	sock		1	1																													block		20	20					block2		20	20																					0
Born Supremacy	Dominion's Rule	umc	Mithril Coil	7	60	70								5	5000	2	ac/lvl	13			hp%		25	25																													cast1		10	10					mana		30	30					regen-mana		50	50																					0
Antithesis	Dominion's Rule	amu	Amulet	3	50	50								5	5000	2	bar		1	2	dmg%		20	30	dmg-min		10	15	swing1		10	10																																																													0
Astral Body	Haunted Asylum	xhn	Mesh Armor	7	30	44	cblu	cblu						5	5000	2	ac%		175	225	swing1		15	15	balance1		15	15	block1		15	15	fade		1	1																																	ac		200	200					mag%		50	50													0
Apparition of Malice	Haunted Asylum	9ls	Rune Sword	7	30	42								5	5000	2	dmg%		200	250	ac		225	250	extra-cold		10	15	pierce-cold		15	20																																					dmg-norm		25	75																					0
Phantasm of Horror	Haunted Asylum	xsh	Grim Shield	7	30	47		lgry						5	5000	2	ac%		75	100	block		40	40	block1		15	15	dmg-demon		100	100																																													res-all		25	25													0
Haunted Wisdom	Haunted Asylum	uhl	Giant Conch	7	60	65								5	5000	2	ac/lvl	14			ac%		75	100	allskills		1	1	cast3		30	30	regen-mana		75	75	mag%		20	50																																																					0
Revenant's Claw	Haunted Asylum	utg	Crusader Gauntlets	7	60	72								5	5000	2	ac%		180	220	skilltab	12	1	3	hp		30	50	lifesteal		5	5																																																													0
Coldcrow's Essence	Coldcrow's Archery	xpl	Russet Armor	7	30	47	lblue	lblue						5	5000	2	ac%		135	180	hit-skill	44	11	23	manasteal		4	6	lifesteal		4	6																																																													0
Coldcrow's Leafblighter	Coldcrow's Archery	8l8	Long Siege Bow	7	30	44	whit	whit						5	5000	2	dmg%		180	220	swing2		20	20	sock		3	3																									dmg/lvl	16							dmg-min		50	50																													0
Coldcrow's Sandals	Coldcrow's Archery	ulb	Wyrmhide Boots	7	60	60	lblue	lblue						5	5000	2	ac%		160	200	dmg-norm		5	10	dmg%		20	30	coldskill		1	2																													move3		30	30																													0
Unholy Vows	Forbidden Lore	xlt	Templar Coat	7	30	46	lgry	dgry						5	5000	2	ac%		150	190	hp		75	100	regen		20	30	regen-mana		100	150																																																													0
Vampirebone Dagger	Forbidden Lore	7dg	Bone Knife	7	60	63		lgry						5	5000	2	dmg%		220	250	swing2		20	20	extra-pois		10	20	pierce-pois		10	20	cast2		20	20	nec		1	2																																																					0
Wall of Modius	Forbidden Lore	bsh	Bone Shield	7	12	16		blac						5	5000	2	aura	103	7	10	dmg-to-mana		15	15																													block		22	22					dex		15	15					mag%		25	25																					0
Death's Door	Forbidden Lore	zvb	Sharkskin Belt	7	30	32		dgry						5	5000	2	ac%		120	130	mana		55	75	mana-kill		2	4	addxp		1	2																																																													0
Hadriel's Shattered Plate	Hadriel's Demise	xld	Sharktooth Armor	7	30	48	bwht	bwht						5	5000	2	ac%		130	160	ac/lvl	24			red-dmg%		15	15	openwounds		35	50	pierce		50	50																																																									0
Hadriel's Final Flight	Hadriel's Demise	7bk	Winged Knife	7	60	62	bwht	bwht						5	5000	2	dmg%		200	300	swing2		20	20	slow		75	75	reduce-ac		20	30	nofreeze		1	1																									dmg-throw		25	75																													0
Hadriel's Blurred Vision	Hadriel's Demise	xhl	Basinet	7	30	38	bwht	bwht						5	5000	2	ac%		170	200	all-stats		10	20	addxp		1	2	res-fire		25	35																													res-ltng		30	30																													0
Hadriel's Bending Knee	Hadriel's Demise	xtb	Battle Boots	7	30	45	bwht	bwht						5	5000	2	ac%		100	120	dex		15	15	gold%		300	300																									move2		20	20					att		100	100																													0
Shroud of Anger	Wrath of Vengeance	xth	Embossed Armor	7	30	50	lred	oran						5	5000	2	ac%		180	220	swing2		20	20	sock		2	2	hp		55	55																																													regen		8	8													0
Holy Fury	Wrath of Vengeance	7s7	Balrog Spear	7	60	64		oran						5	5000	2	dmg-norm		25	100					dmg-throw		25	100	dmg%		150	180																					hit-skill	53	37	10					oskill	charged strike	6	6																													0
Harvest of Cruelty	Wrath of Vengeance	uvb	Scarabshell Boots	7	60	67		oran						5	5000	2	ac%		130	150	move2		25	25	mag%		15	25	heal-kill		15	25	gethit-skill	54	5	1																																																									0
Guiding Force	Wrath of Vengeance	umg	Vambraces	7	60	71		oran						5	5000	2	cast2		20	20	mana/lvl	8			regen-mana		25	25																									oskill	frost nova	1	1					oskill	blizzard	1	1					oskill	frozen orb	1	1																					0
Embracing Hatred	Wrath of Vengeance	ztb	Battle Belt	7	30	39		oran						5	5000	2	extra-cold		15	15	abs-cold		15	20	ac%		75	120	manasteal		6	8																													allskills		1	1																													0
Slave to Anarchy	Servitude or Rebellion	xul	Chaos Armor	7	30	51	lgld	lgld						5	5000	2	ac/lvl	24			ac		300	400	stupidity		3	3	red-mag		15	20	res-all		20	20																																																									0
Bound by Honor	Servitude or Rebellion	7tr	Stygian Pike	7	60	70	lgld	lgld						5	5000	2	dmg%		240	270	dmg-norm		50	200	swing3		30	30	oskill	spear mastery	5	9	lifesteal		8	8																																																									0
Equilibrium	Servitude or Rebellion	zmb	Mesh Belt	7	30	43	lgld	lgld						5	5000	2	ac/lvl	12			mag%		20	25	vit		15	20	enr		15	20																					regen		3	5																																					0
Ancient Gilded Plate	Defenders' Majesty	xar	Ornate Plate	7	30	63		dred						5	5000	2	ac%		150	180	res-all		75	100																																																																					0
Ancient Axe	Defenders' Majesty	7o7	Ogre Axe	7	60	70	oran	oran						5	5000	2	dmg%		220	270	dmg-max		200	300	swing3		20	20	sock		1	3																																																													0
Ancient Mask	Defenders' Majesty	uhm	Spired Helm	7	60	74								5	5000	2	red-dmg%		35	50	ac%		155	185																																																																					0
Ancient Talon	Defenders' Majesty	xhg	War Gauntlets	7	30	55								5	5000	2	swing3		40	40	ac%		175	200																																																																					0
Ancient Wrap	Defenders' Majesty	zhb	War Belt	7	30	58								5	5000	2	hp		175	200	mana		75	100																																																																					0
Incarnadine Elven Plate	Warlock's Exploration	xtp	Mage Plate	7	30	59	dpur	dpur						5	5000	2	allskills		2	2	sock		1	3	ac		300	500																																																																	0
Staff of Elemental Mastery	Warlock's Exploration	8ss	Jo Staff	7	30	36	dgrn	dgrn						5	5000	2	allskills		2	2	mana%		35	35																																					cast2		20	20					addxp		2	2																					0
Lilarcor Cap	Warlock's Exploration	xap	War Hat	7	30	38	dyel	dyel						5	5000	2	allskills		2	2	ac%		75	100																													mag%		50	50					all-stats		2	2					hp%		40	40					ac		150	150													0
Teleomortis' Gloves	Warlock's Exploration	ulg	Bramble Mitts	7	60	71								5	5000	2	allskills		1	1	ac		150	200																																																																					0
Citadel Belt	Warlock's Exploration	ulc	Spiderweb Sash	7	60	66								5	5000	2	allskills		1	1	ac		125	175																																																																					0
Shroud of Hellforge	Burning Hell	uui	Dusk Shroud	7	60	70		whit						5	5000	2	ac%		160	200	oskill	axe mastery	4	6	mag%		25	30	noheal		1	1	state	fullsetgeneric	1	1																																																									0
Cleaver of Hellforge	Burning Hell	9ax	Cleaver	7	30	47		whit						5	5000	2	dmg%		280	320	knock		2	2	dmg-cold	100	25	100	pierce-cold		10	15	res-cold		40	50																																									dmg-norm		40	80													0
Buckler of Hellforge	Burning Hell	uml	Luna	7	60	65		whit						5	5000	2	ac%		120	160	block3		40	40	red-dmg%		10	15	red-dmg		15	20	abs-mag%		10	15	heal-kill		8	12																																																					0
Ring of Hellforge	Burning Hell	rin	Ring	5	30	33		whit						5	5000	2	hp		35	50	dex		25	30	str		15	20	att		125	200	thorns/lvl	8																																																											0
Boots of Hellforge	Burning Hell	hbt	Greaves	7	15	22		whit						5	5000	2	ac/lvl	8			move2		20	20																													dex		10	15					res-ltng		30	30					mag%		33	33					extra-ltng		8	15					dmg-max		20	20					0
Sash of Hellforge	Burning Hell	zlb	Demonhide Sash	7	30	30		whit						5	5000	2	ac%		190	230	vit		15	20	red-mag		10	15																																									mag%		33	33					regen-mana		33	33													0
Frostwyrm Hide	The Redeemer	uea	Wyrmhide	7	60	60	whit							5	5000	2	cast3		30	30	balance2		20	20	swing2		25	25	hp		40	60	dex/lvl	4																																																											0
Hallowed Edge	The Redeemer	7ba	Silver-Edged Axe	7	60	72	blac	blac						5	5000	2	dmg%		290	350	swing2		30	30	lifesteal		6	9	mana-kill		3	7	sock		2	2																																	dmg/lvl	20																							0
Draconian Mask	The Redeemer	xlm	Casque	7	30	40	dgld	dgld						5	5000	2	ac%		120	150	ac/lvl	8			manasteal		5	5	addxp		1	2	allskills		1	1																									mag%		25	25																													0
Girdle of Mastery	The Redeemer	uhc	Colossus Girdle	7	60	75	dgrn	dgrn						5	5000	2	oskill	axe mastery	3	5	dmg%		25	35	red-dmg%		10	20	str		35	35	ease		-20	-20																																																									0
Gauntlets of Mastery	The Redeemer	xtg	Battle Gauntlets	7	30	48	cblu	cblu						5	5000	2	ac%		250	250	oskill	axe mastery	1	3	hit-skill	55	12	3	swing1		15	15	dex		10	15																																	hp		45	45																					0
Sir's Sylvan Mail	Family Heirlooms	ung	Diamond Mail	7	60	73	lblu	cblu						5	5000	2	ac%		230	300	dmg%		75	100	dmg-norm		25	50	str		5	20																																																													0
Prince's Abomination	Family Heirlooms	6rx	Demon Crossbow	7	60	79								5	5000	2	dmg%		200	240	dmg-norm		30	60	swing3		60	60	pierce		40	40	knock		1	1																									oskill	magic arrow	10	10					oskill	guided arrow	6	6					dmg-norm		20	100													0
Infernal Visage	Family Heirlooms	uh9	Bone Visage	7	60	81	cred	cred						5	5000	2	ac		200	300	dmg%		50	75	dmg-norm		15	30	dex		5	20																																																													0
Prince's Bracers	Family Heirlooms	xmg	Heavy Bracers	7	30	44								5	5000	2	ac/lvl	16			dmg%		35	50	dmg-min		15	20	dmg-max		30	40																													swing2		20	20																													0
Lady's Celeritous Jambeau	Family Heirlooms	xmb	Mesh Boots	7	30	56								5	5000	2	ac/lvl	14			dmg%		40	60	dmg-max		20	30	swing1		10	10																																					move3		30	30																					0
Mail of Courageousness	Knight's Gallantry	uhn	Boneweave	7	60	77	dyel	lyel						5	5000	2	ac%		150	190	balance2		20	20	regen		3	5	gethit-skill	47	17	22	res-fire		35	45																																																									0
Baton of Intrepidity	Knight's Gallantry	7cl	Truncheon	7	60	68	dyel	lyel						5	5000	2	dmg%		230	280	swing2		20	20	knock		2	2	oskill	berserk	1	3	res-cold		35	45																																																									0
Wall of Bravery	Knight's Gallantry	xow	Pavice	7	30	51	dyel	lyel						5	5000	2	ac%		100	130	block		20	30	charged	66	100	13	block2		25	25	res-all		25	35																																																									0
Helm of Chivalry	Knight's Gallantry	ukp	Hydraskull	7	60	60	whit	whit						5	5000	2	ac%		120	140	dex		10	15	str		10	15	kill-skill	76	100	4	res-ltng		35	45																																																									0
Belt of Temerity	Knight's Gallantry	hbl	Plated Belt	7	20	30	whit	whit						5	5000	2	ac%		100	120	res-pois		35	45																													hp		30	30					mana		30	30					dmg-ltng		1	100																					0
Ebony Plate of Evil	Malevolence	urs	Great Haberk	7	60	76	blac	blac						5	5000	2	ac		600	800	ease		-35	-35	skilltab	7	1	3	balance3		30	30	charged	82	12	30																																																									0
Deflector of Light	Malevolence	xts	Ancient Shield	7	30	49	blac	blac						5	5000	2	ac%		120	140	red-dmg%		15	15	ease		-50	-50	lifesteal		4	6	freeze		4	4	half-freeze		1	1																																																					0
Dark Cataclysm	Malevolence	urn	Corona	7	60	80	blac	blac						5	5000	2	ac%		135	175	ease		-60	-60	mana		35	35	allskills		1	1	oskill	evade	2	2																																																									0
Malignant Rod	Malevolence	9bw	Tomb Wand	7	30	40	blac	blac						5	5000	2	allskills		1	1	cast2		20	20	mana/lvl	6			regen-mana		45	45	addxp		1	1																																	dmg-norm		80	180																					0
Blood Lord's Armor	Blood Lord's Valiance	upl	Balrog Skin	7	60	74	cred	cred						5	5000	2	ac%		160	200	charged	142	200	12	mag%/lvl	10			hp%		25	25	red-mag		20	25																																																									0
Blood Lord's Blade	Blood Lord's Valiance	7cr	Phase Blade	7	60	83	cred	cred						5	5000	2	dmg-norm		50	150	manasteal		12	15	lifesteal		15	18	dmg-undead		350	350	dmg-demon		175	175																																									dmg-mag		300	500													0
Blood Lord's Waistband	Blood Lord's Valiance	utc	Troll Belt	7	60	77	cred	cred						5	5000	2	ac%		110	130	red-dmg%		10	15	res-all		10	15	allskills		1	1	swing2		20	20																																																									0
Blood Lord's Greaves	Blood Lord's Valiance	xtb	Battle Boots	7	30	58	cred	cred						5	5000	2	ac%		125	150	dmg-min		25	35	gold%		75	75	balance3		30	30	pal		1	1																									move3		30	30																													0
Blood Lord's Deflector	Blood Lord's Valiance	xow	Pavice	7	30	63	cred	cred						5	5000	2	ac%		175	200	block		100	100	block1		15	15																									aura	118	6	6					mag%		65	65																													0
Imperial Plate	Path of Bravery	ult	Hellforge Plate	7	60	73								5	5000	2	dmg-demon		200	200	ac%		100	125	pierce-fire		75	100																																																																	0
Imperial Helm	Path of Bravery	xkp	Sallet	7	30	40								5	5000	2	ac%		125	150	red-dmg%		15	15	pierce-cold		75	100																																																																	0
Imperial Girdle	Path of Bravery	uhc	Colossus Girdle	7	60	75								5	5000	2	ac%		125	150	res-all		35	40	pierce-ltng		75	100																																																																	0
Imperial Greaves	Path of Bravery	uhb	Myrmidon Greaves	7	60	77								5	5000	2	ac%		120	140	res-mag		20	20	pierce-pois		75	100																																																																	0
Imperial Gauntlets	Path of Bravery	uhg	Ogre Gauntlets	7	60	76								5	5000	2	ac%		120	150	cast3		30	30	ease		-50	-50	regen-mana		60	60																													swing2		20	20																													0
Imperial Scepter	Path of Bravery	9ws	Devine Scepter	7	30	50								5	5000	2	dmg%		200	220	swing2		20	20	sock		2	3	lifesteal		6	8	light		5	5																																	dmg-norm		50	100																					0
Great White Terror	Terror of the Deep	uld	Kraken Shell	7	60	74	whit	dgry						5	5000	2	red-dmg%		25	25	red-dmg		35	50	res-ltng		-50	-50	res-fire		75	75	move3		20	20																																																									0
Feeding Frenzy	Terror of the Deep	7wc	Great Thresher	7	60	77	dred	dred						5	5000	2	dmg%		220	290	ease		-25	-25	lifesteal		4	6	pierce-phys		10	20	bar		3	3																									dmg-norm		50	250					swing3		45	45																					0
Wraith Band	Terror of the Deep	zvb	Sharkskin Belt	7	30	39	lblu	lblu						5	5000	2	ac%		130	160	move1		15	15	balance1		15	15	dex		25	25	oskill	avoid	4	8																																																									0
Hammerhead's Persistence	Terror of the Deep	xvb	Sharkskin Boots	7	30	44	lgry	lgry						5	5000	2	ac%		100	100	red-dmg%		10	10	bloody		1	1	crush		15	25	hp		60	90																																																									0
Mephisto's Misty Aura	Lords of Hell	uul	Shadow Plate	7	60	80								5	5000	2	gethit-skill	264	20	8	light		-5	-5	ac%		140	160	aura	109	1	1																																																													0
Diablo's Soulstone Ring	Lords of Hell	rin3	Ring	3	77	77								5	5000	2	allskills		1	1	hp		50	50	mana		50	50	red-dmg%		10	10	red-mag		20	25																																	mag%		50	50																					0
Baal's Cryptic Amulet	Lords of Hell	amu3	Amulet	3	74	74								5	5000	2	allskills		2	2	mag%		35	50	regen		25	25	regen-mana		50	75																																																													0
Heaven's Lances	Lords of Hell	9ts	Harpoon	7	30	51								5	5000	2	dmg%		190	240									knock		2	2																					swing2		25	25					oskill	lightning fury	8	8																													0
